0,Mon Mar 28 08:54:07 EDT 2022,true,client\ClientConfigure.java,classDecomposition,[[public  localProcessingOnly:boolean->void, public  init:String[]->void, public  inCoupler:String;int->void, public  processArgs:String[]->void], [public  experimentInput:->void]]
0,Mon Mar 28 08:54:07 EDT 2022,true,client\ClientConfigure.java,publicMethodsOverride,[]
0,Mon Mar 28 08:54:08 EDT 2022,true,client\ClientRemoteObject.java,publicMethodsOverride,[]
0,Mon Mar 28 08:54:08 EDT 2022,true,server\ServerRemoteObject.java,thenBranching,broadcast
0,Mon Mar 28 08:54:08 EDT 2022,true,server\ServerRemoteObject.java,publicMethodsOverride,[]
0,Mon Mar 28 08:54:08 EDT 2022,true,client\ClientOutCoupler.java,publicMethodsOverride,[]
0,Mon Mar 28 11:25:47 EDT 2022,true,registry\TrickOrTreatRegistry.java,nameInDictionary,rmiRegistry,rmi
0,Mon Mar 28 11:25:47 EDT 2022,true,registry\TrickOrTreatRegistry.java,nameInDictionary,rmiRegistry,registry
0,Mon Mar 28 11:25:47 EDT 2022,true,registry\TrickOrTreatRegistry.java,nameInDictionary,scanner,scanner
0,Mon Mar 28 11:25:47 EDT 2022,true,registry\TrickOrTreatRegistry.java,nameInDictionary,args,args
0,Mon Mar 28 11:25:47 EDT 2022,true,server\OriginalSimulation.java,nameInDictionary,server.OriginalSimulation,server
0,Mon Mar 28 11:25:47 EDT 2022,true,server\OriginalSimulation.java,nameInDictionary,server.OriginalSimulation,original
0,Mon Mar 28 11:25:47 EDT 2022,true,server\OriginalSimulation.java,nameInDictionary,server.OriginalSimulation,simulation
0,Mon Mar 28 11:25:47 EDT 2022,true,server\OriginalSimulation.java,nameInDictionary,args,args
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,tags,server.remote.ServerRemoteInterfaceGIPC,@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.GIPC
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,server.remote.ServerRemoteInterfaceGIPC,server
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,server.remote.ServerRemoteInterfaceGIPC,remote
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,server.remote.ServerRemoteInterfaceGIPC,interface
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,aClient,a
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,aClient,client
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,aNewCommand,a
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,aNewCommand,new
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,aNewCommand,command
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,originalClient,original
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,originalClient,client
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,aProposalNumber,a
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,aProposalNumber,proposal
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,aProposalNumber,number
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,args,args
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,stringOne,string
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,stringOne,one
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,stringTwo,string
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,stringTwo,two
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,nameInDictionary,client,client
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,variableHasInterfaceType,ClientRemoteInterfaceRMI,aClient
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,variableHasInterfaceType,ClientRemoteInterfaceGIPC,aClient
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,variableHasInterfaceType,ClientRemoteInterfaceRMI,originalClient
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceGIPC.java,variableHasInterfaceType,ClientRemoteInterfaceRMI,client
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,tags,server.remote.ServerRemoteInterfaceRMI,@DistributedTags.SERVER_REMOTE_INTERFACE+@DistributedTags.RMI
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,server.remote.ServerRemoteInterfaceRMI,server
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,server.remote.ServerRemoteInterfaceRMI,remote
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,server.remote.ServerRemoteInterfaceRMI,interface
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,server.remote.ServerRemoteInterfaceRMI,rmi
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,aClient,a
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,aClient,client
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,aNewCommand,a
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,aNewCommand,new
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,aNewCommand,command
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,originalClient,original
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,originalClient,client
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,aProposalNumber,a
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,aProposalNumber,proposal
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,aProposalNumber,number
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,args,args
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,stringOne,string
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,stringOne,one
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,stringTwo,string
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,stringTwo,two
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,nameInDictionary,client,client
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,variableHasInterfaceType,ClientRemoteInterfaceRMI,aClient
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,variableHasInterfaceType,ClientRemoteInterfaceRMI,originalClient
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteInterfaceRMI.java,variableHasInterfaceType,ClientRemoteInterfaceRMI,client
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,tags,server.remote.ServerRemoteObjectGIPC,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,server.remote.ServerRemoteObjectGIPC,server
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,server.remote.ServerRemoteObjectGIPC,remote
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,server.remote.ServerRemoteObjectGIPC,object
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,clientListRMI,client
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,clientListRMI,list
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,clientListRMI,rmi
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,clientListGIPC,client
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,clientListGIPC,list
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,RMI_SERVER_HOST_NAME,rmi
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,RMI_SERVER_HOST_NAME,server
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,RMI_SERVER_HOST_NAME,host
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,RMI_SERVER_HOST_NAME,name
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,RMI_SERVER_PORT,rmi
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,RMI_SERVER_PORT,server
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,RMI_SERVER_PORT,port
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,SERVER_NAME,server
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,SERVER_NAME,name
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,GIPC_SERVER_PORT,server
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,GIPC_SERVER_PORT,port
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,gipcRegistry,registry
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,args,args
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,aClient,a
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,aClient,client
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,aDelay,a
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,aDelay,delay
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,client,client
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,aNewCommand,a
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,aNewCommand,new
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,aNewCommand,command
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,originalClient,original
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,originalClient,client
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,aProposalNumber,a
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,aProposalNumber,proposal
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,aProposalNumber,number
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,rmiRegistry,rmi
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,rmiRegistry,registry
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,stringOne,string
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,stringOne,one
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,stringTwo,string
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,stringTwo,two
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,nameInDictionary,server,server
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,variableHasInterfaceType,ClientRemoteInterfaceRMI,aClient
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,variableHasInterfaceType,ClientRemoteInterfaceGIPC,aClient
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,variableHasInterfaceType,ClientRemoteInterfaceRMI,originalClient
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,variableHasInterfaceType,ClientRemoteInterfaceRMI,client
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,thenBranching,broadcast
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,variableHasInterfaceType,ServerRemoteInterfaceRMI,server
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,missingSignature,.*:String;util.interactiveMethodInvocation.IPCMechanism->void,server.remote.ServerRemoteObjectGIPC:[@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,missingSignature,.*:String;boolean->void,server.remote.ServerRemoteObjectGIPC:[@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,missingSignature,.*:String;@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.GIPC->void,server.remote.ServerRemoteObjectGIPC:[@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,methodAccessModifierMatched,setTracing:->void,protected,[server.remote.ServerRemoteObjectGIPC, server.remote.ServerRemoteObjectRMI],[protected, protected]
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,methodAccessModifierMatched,init:String[]->void,protected,[server.remote.ServerRemoteObjectGIPC, server.remote.ServerRemoteObjectRMI],[protected, protected]
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,expectedMethodCall,@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI!.*:*->.*,Some method (processArgs:String[]->void),server.remote.ServerRemoteObjectGIPC:[@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,expectedInterface,java.rmi.Remote,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,classDecomposition,[[public  processArgs:String[]->void, protected  init:String[]->void, public  broadcast:String;client.ClientRemoteInterfaceRMI;int->void, public  createGIPCRegistry:->void], [public  registerClientRMI:client.ClientRemoteInterfaceRMI->void], [public  registerClientGIPC:client.ClientRemoteInterfaceGIPC->void]]
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,missingMethodCall,assignments.util.inputParameters.AnAbstractSimulationParametersBean!setIPCMechanism:*->.*,No method,server.remote.ServerRemoteObjectGIPC:[@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,missingMethodCall,assignments.util.inputParameters.AnAbstractSimulationParametersBean!setBroadcastMetaState:*->.*,No method,server.remote.ServerRemoteObjectGIPC:[@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,classHasAtLeastOneInterface,server.remote.ServerRemoteObjectGIPC,No Tag
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,publicMethodsDoNotOverride,[public  registerClientRMI:client.ClientRemoteInterfaceRMI->void, public  createGIPCRegistry:->void]
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,noSpuriousMethodCall,inputport.rpc.GIPCRegistry!lookup:Class;String->Object,No method,server.remote.ServerRemoteObjectGIPC:[@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectGIPC.java,classHasExactlyOneInterface,server.remote.ServerRemoteObjectGIPC,No Tag
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,tags,server.remote.ServerRemoteObjectRMI,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,server.remote.ServerRemoteObjectRMI,server
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,server.remote.ServerRemoteObjectRMI,remote
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,server.remote.ServerRemoteObjectRMI,object
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,server.remote.ServerRemoteObjectRMI,rmi
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,clientList,client
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,clientList,list
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,RMI_SERVER_HOST_NAME,rmi
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,RMI_SERVER_HOST_NAME,server
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,RMI_SERVER_HOST_NAME,host
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,RMI_SERVER_HOST_NAME,name
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,RMI_SERVER_PORT,rmi
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,RMI_SERVER_PORT,server
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,RMI_SERVER_PORT,port
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,SERVER_NAME,server
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,SERVER_NAME,name
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,GIPC_SERVER_PORT,server
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,GIPC_SERVER_PORT,port
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,gipcRegistry,registry
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,args,args
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,aClient,a
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,aClient,client
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,aDelay,a
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,aDelay,delay
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,client,client
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,aNewCommand,a
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,aNewCommand,new
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,aNewCommand,command
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,originalClient,original
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,originalClient,client
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,aProposalNumber,a
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,aProposalNumber,proposal
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,aProposalNumber,number
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,rmiRegistry,rmi
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,rmiRegistry,registry
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,server,server
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,stringOne,string
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,stringOne,one
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,stringTwo,string
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,nameInDictionary,stringTwo,two
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,variableHasInterfaceType,ClientRemoteInterfaceRMI,aClient
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,variableHasInterfaceType,ClientRemoteInterfaceRMI,originalClient
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,variableHasInterfaceType,ClientRemoteInterfaceRMI,client
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,thenBranching,broadcast
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,variableHasInterfaceType,ServerRemoteInterfaceRMI,server
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,missingSignature,.*:String;util.interactiveMethodInvocation.IPCMechanism->void,server.remote.ServerRemoteObjectRMI:[@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,missingSignature,.*:String;boolean->void,server.remote.ServerRemoteObjectRMI:[@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,missingSignature,.*:String;@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.GIPC->void,server.remote.ServerRemoteObjectRMI:[@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,methodAccessModifierMatched,setTracing:->void,protected,[server.remote.ServerRemoteObjectRMI],[protected]
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,methodAccessModifierMatched,init:String[]->void,protected,[server.remote.ServerRemoteObjectRMI],[protected]
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,expectedMethodCall,@DistributedTags.CLIENT_REMOTE_INTERFACE+@DistributedTags.RMI!.*:*->.*,Some method (processArgs:String[]->void),server.remote.ServerRemoteObjectRMI:[@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,expectedInterface,java.rmi.Remote,@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC
0,Mon Mar 28 11:25:47 EDT 2022,true,server\remote\ServerRemoteObjectRMI.java,missingMethodCall,assignments.util.inputParameters.AnAbstractSimulationParametersBean!setIPCMechanism:*->.*,No method,server.remote.ServerRemoteObjectRMI:[@DistributedTags.SERVER_REMOTE_OBJECT+@DistributedTags.RMI+@DistributedTags.GIPC]
